1 7511661.5650 4691962.8320 620.1230 "Kati 1"
2 7511668.6060 4691961.7360 620.1230 "Kati 1"
3 7511663.0590 4691974.0270 620.1230 "Kati 1"
4 7511669.1580 4691965.7480 620.1230 "Kati 1"
10 7511670.1000 4691972.9310 620.1230 "Kati 1"
